iteration,time_nsgaii,time_spea2_1,time_spea2_2,time_spea2_3,bestT_nsgaii,bestT_spea2_1,bestT_spea2_2,bestT_spea2_3,bestT_nsgaii,bestT_spea2_1,bestT_spea2_2,bestT_spea2_3,
0,315288,597660,841507,911225,0.0,0.0,0.0,0.0,68.48874598070739,71.9380979901111,70.81678807163331,70.12941432227075
1,296566,405727,823796,790234,0.0,0.0,0.0,0.0,71.02766817696316,72.08845466960814,71.72061374680789,67.84140969162996
2,252385,396760,800698,802640,0.0,0.0,0.0,0.0,74.28897021058039,75.33607603915448,71.8673459266023,71.16092347594925
3,335773,474157,831553,822447,0.0,0.0,0.0,0.0,68.38685087686075,75.44530285189121,71.92679152659943,74.7183657063399
4,330117,397609,749848,810573,0.0,0.0,0.0,0.0,67.68951585290694,72.61509623737028,73.78394626101047,70.02872716558633
5,312616,372882,733138,819834,30736.0,0.0,0.0,0.0,68.93734501166612,72.09174133439976,73.22194589546162,71.45807517554728
6,280196,521511,847285,715708,0.0,0.0,0.0,0.0,71.04569734107979,70.94067316117726,75.80525241323689,75.57618144613838
7,316622,484461,1013058,932254,0.0,0.0,0.0,0.0,69.64059923034635,74.20193611515363,67.92693799850599,67.34152464394303
8,310486,638769,1026808,771214,0.0,0.0,0.0,0.0,67.96382750240208,67.38492525540866,70.33266999389305,71.54042223386604
9,323663,438644,786385,953846,0.0,0.0,0.0,0.0,68.5100357332928,69.81721298400925,70.35067164238318,69.43356599565506
